Reporting Area,MMWR Year,MMWR Week,"Salmonella Paratyphi infection§, Current week","Salmonella Paratyphi infection§, Current week, flag","Salmonella Paratyphi infection§, Previous 52 weeks Max†","Salmonella Paratyphi infection§, Previous 52 weeks Max†, flag","Salmonella Paratyphi infection§, Cum 2019†","Salmonella Paratyphi infection§, Cum 2019†, flag","Salmonella Paratyphi infection§, Cum 2018†","Salmonella Paratyphi infection§, Cum 2018†, flag","Salmonella Typhi infection¶, Current week","Salmonella Typhi infection¶, Current week, flag","Salmonella Typhi infection¶,Previous 52 weeks Max†","Salmonella Typhi infection¶,Previous 52 weeks Max†, flag","Salmonella Typhi infection, Cum 2019†","Salmonella Typhi infection, Cum 2019†, flag","Salmonella Typhi infection, Cum 2018†","Salmonella Typhi infection, Cum 2018†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2018†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**, Cum 2018†, flag",Location 1,Location 2
NEVADA,2019,8,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,6,,,NN,"NEVADA
(39.491833, -117.070159)",
VIRGINIA,2019,8,,-,,NC,2,,,NN,1,,,NC,3,,,NN,8,,,NC,69,,,NN,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,10,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MASSACHUSETTS,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
OHIO,2019,8,,-,,NC,,-,,NN,,-,,NC,1,,,NN,14,,,NC,134,,,NN,"OHIO
(40.056807, -82.405897)",
CONNECTICUT,2019,8,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,31,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
ARKANSAS,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,6,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
NEBRASKA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
CALIFORNIA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,3,,,NN,"KENTUCKY
(37.64591, -84.774043)",
OREGON,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,9,,,NC,20,,,NN,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH CAROLINA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
NORTHERN MARIANA ISLANDS,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DELAWARE,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"COLORADO
(38.841772, -106.132562)",
UTAH,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,26,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
PUERTO RICO,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
OKLAHOMA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
WASHINGTON,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,71,,,NN,"MISSOURI
(38.636168, -92.566292)",
MARYLAND,2019,8,,-,,NC,1,,,NN,,-,,NC,1,,,NN,5,,,NC,81,,,NN,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
KANSAS,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2019,8,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,33,,,NN,"TEXAS
(31.827233, -99.423022)",
IOWA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
U.S. VIRGIN ISLANDS,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
IDAHO,2019,8,,-,,NC,2,,,NN,,-,,NC,,-,,NN,1,,,NC,23,,,NN,"IDAHO
(43.680635, -114.364237)",
MISSISSIPPI,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,11,,,NN,"HAWAII
(21.30992, -157.858158)",
FLORIDA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,10,,,NN,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,53,,,NN,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,8,,,NN,"MAINE
(45.252223, -68.986647)",
VERMONT,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
INDIANA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
DISTRICT OF COLUMBIA,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WYOMING,2019,8,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WYOMING
(43.23558, -108.110518)",
US RESIDENTS,2019,9,1,,,NC,8,,,NN,3,,,NC,18,,,NN,82,,,NC,983,,,NN,,US RESIDENTS
NEW ENGLAND,2019,9,,-,,NC,,-,,NN,,-,,NC,4,,,NN,3,,,NC,67,,,NN,,NEW ENGLAND
MIDDLE ATLANTIC,2019,9,,-,,NC,,-,,NN,1,,,NC,4,,,NN,16,,,NC,120,,,NN,MIDDLE ATLANTIC,
NEW YORK CITY,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
EAST NORTH CENTRAL,2019,9,,-,,NC,,-,,NN,,-,,NC,1,,,NN,12,,,NC,146,,,NN,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,7,,,NC,80,,,NN,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,9,1,,,NC,4,,,NN,1,,,NC,5,,,NN,13,,,NC,167,,,NN,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,79,,,NN,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,9,,-,,NC,1,,,NN,1,,,NC,2,,,NN,,-,,NC,53,,,NN,,WEST SOUTH CENTRAL
MOUNTAIN,2019,9,,-,,NC,3,,,NN,,-,,NC,2,,,NN,25,,,NC,258,,,NN,,MOUNTAIN
PACIFIC,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,13,,,NN,,PACIFIC
US TERRITORIES,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
AMERICAN SAMOA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
NON-US RESIDENTS,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
TOTAL,2019,9,1,,,NC,8,,,NN,3,,,NC,18,,,NN,82,,,NC,983,,,NN,,TOTAL
MARYLAND,2019,9,,-,,NC,1,,,NN,,-,,NC,1,,,NN,6,,,NC,91,,,NN,"MARYLAND
(39.290443, -76.612333)",
OHIO,2019,9,,-,,NC,,-,,NN,,-,,NC,1,,,NN,12,,,NC,146,,,NN,"OHIO
(40.056807, -82.405897)",
HAWAII,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,13,,,NN,"HAWAII
(21.30992, -157.858158)",
VERMONT,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
PENNSYLVANIA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
ALABAMA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,61,,,NN,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2019,9,,-,,NC,,-,,NN,,-,,NC,1,,,NN,12,,,NC,134,,,NN,"ARIZONA
(34.869712, -111.760902)",
COLORADO,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,7,,,NC,23,,,NN,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,11,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH DAKOTA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK,2019,9,,-,,NC,,-,,NN,1,,,NC,4,,,NN,16,,,NC,120,,,NN,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW HAMPSHIRE,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,12,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
LOUISIANA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,20,,,NN,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,11,,,NN,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
DISTRICT OF COLUMBIA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGINIA,2019,9,1,,,NC,3,,,NN,1,,,NC,4,,,NN,7,,,NC,76,,,NN,"VIRGINIA
(37.542699, -78.45822)",
TENNESSEE,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,15,,,NN,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,10,,,NN,"MAINE
(45.252223, -68.986647)",
WYOMING,2019,9,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,3,,,NN,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
DELAWARE,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
MINNESOTA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
OKLAHOMA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
INDIANA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
MASSACHUSETTS,2019,9,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
KANSAS,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WASHINGTON
(47.517368, -120.467672)",
TEXAS,2019,9,,-,,NC,1,,,NN,1,,,NC,2,,,NN,,-,,NC,33,,,NN,"TEXAS
(31.827233, -99.423022)",
NEVADA,2019,9,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,7,,,NN,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2019,9,,-,,NC,2,,,NN,,-,,NC,,-,,NN,3,,,NC,26,,,NN,"IDAHO
(43.680635, -114.364237)",
OREGON,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
MISSISSIPPI,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,7,,,NC,80,,,NN,"MISSOURI
(38.636168, -92.566292)",
UTAH,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,28,,,NN,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2019,9,,-,,NC,,-,,NN,,-,,NC,2,,,NN,1,,,NC,34,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
U.S. VIRGIN ISLANDS,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARKANSAS,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,29,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTHERN MARIANA ISLANDS,2019,9,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
US RESIDENTS,2019,10,,-,,NC,9,,,NN,1,,,NC,18,,,NN,74,,,NC,1110,,,NN,,US RESIDENTS
NEW ENGLAND,2019,10,,-,,NC,,-,,NN,,-,,NC,4,,,NN,1,,,NC,85,,,NN,,NEW ENGLAND
MIDDLE ATLANTIC,2019,10,,-,,NC,,-,,NN,,-,,NC,4,,,NN,13,,,NC,136,,,NN,MIDDLE ATLANTIC,
NEW YORK CITY,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
EAST NORTH CENTRAL,2019,10,,-,,NC,,-,,NN,,-,,NC,1,,,NN,17,,,NC,162,,,NN,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,10,,-,,NC,,-,,NN,1,,,NC,1,,,NN,9,,,NC,89,,,NN,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,10,,-,,NC,5,,,NN,,-,,NC,4,,,NN,12,,,NC,187,,,NN,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,8,,,NC,101,,,NN,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,10,,-,,NC,1,,,NN,,-,,NC,2,,,NN,5,,,NC,59,,,NN,,WEST SOUTH CENTRAL
MOUNTAIN,2019,10,,-,,NC,3,,,NN,,-,,NC,2,,,NN,9,,,NC,278,,,NN,,MOUNTAIN
PACIFIC,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,13,,,NN,,PACIFIC
US TERRITORIES,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
AMERICAN SAMOA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
NON-US RESIDENTS,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
TOTAL,2019,10,,-,,NC,9,,,NN,1,,,NC,18,,,NN,74,,,NC,1110,,,NN,,TOTAL
TENNESSEE,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,26,,,NN,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2019,10,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
UTAH,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,32,,,NN,"UTAH
(39.359772, -111.584173)",
WYOMING,2019,10,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,11,,,NN,"MONTANA
(47.062617, -109.430168)",
ALASKA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
DELAWARE,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,34,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2019,10,,-,,NC,,-,,NN,,-,,NC,1,,,NN,17,,,NC,162,,,NN,"OHIO
(40.056807, -82.405897)",
SOUTH DAKOTA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
IDAHO,2019,10,,-,,NC,2,,,NN,,-,,NC,,-,,NN,5,,,NC,31,,,NN,"IDAHO
(43.680635, -114.364237)",
DISTRICT OF COLUMBIA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WEST VIRGINIA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
NEVADA,2019,10,,-,,NC,,-,,NN,,-,,NC,1,,,NN,1,,,NC,8,,,NN,"NEVADA
(39.491833, -117.070159)",
HAWAII,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,13,,,NN,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,17,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
WISCONSIN,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2019,10,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,43,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
NORTHERN MARIANA ISLANDS,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MAINE,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,11,,,NN,"MAINE
(45.252223, -68.986647)",
VIRGINIA,2019,10,,-,,NC,4,,,NN,,-,,NC,3,,,NN,10,,,NC,89,,,NN,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,70,,,NN,"ALABAMA
(32.839182, -86.631125)",
GUAM,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
NEW YORK,2019,10,,-,,NC,,-,,NN,,-,,NC,4,,,NN,13,,,NC,136,,,NN,"NEW YORK
(42.826892, -75.544286)",
U.S. VIRGIN ISLANDS,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
